year,title,url,author,themes,poem,lengths
2017.0,Waiting for the Light,/poetsorg/poem/waiting-light,Alicia Ostriker,['Cities'],"for Frank O’Hara Frank, we have become an urban species      at this moment many millions of humans are           standing on some corner waiting like me for a signal permitting us to go,      a signal depicting a small pale pedestrian           to be followed by a sea-green light we do not use this opportunity      to tune in to eternity           we bounce upon our toes impatiently It is a Thursday morning, Frank, and I feel      rather acutely alive but I need a thing of beauty           or a theory of beauty to reconcile me to the lumps of garbage I cannot love enclosed      in these tough shiny black plastic bags           heaped along the curb of 97th Street, my street— like a hideous reminder of the fate we all expect      letting the bulky slimy truth of waste           attack our aesthetic sense and joie de vivre reliably every Thursday. Let me scan the handsome amber      columned and corniced dwellings           reflected in rear windows of parked cars, let me wish luck to their hives of intimacies, people      in kitchens finishing a morning coffee           saying  see you later  to the ones they live with Let me raise my eyes to the blue veil adrift      between and above the artifice of buildings           and at last I am slipping through a flaw in time where the string of white headlights approaching, the string      of red taillights departing, seem as if           they carry some kind of message perhaps the message is that one block west      Riverside Park extends its length           at the edge of Manhattan like the downy arm of a tender, amusing, beautiful lover,      and after that is the deathless river           but waiting for the light feels like forever",365
2016.0,American Ready Cut System Houses,/poetsorg/poem/american-ready-cut-system-houses,Heather Derr-Smith,['Cities'],"Your postcard said,  Nothing like a little disaster to sort things out. Blueprints, sketches, such perfect houses in the photograph on the front, all the lines true and in harmony. I took it with me like a paper charm, searching for home, hit the road, looking for the exact spot of my birthright, down the rustling path of thistles and nettles, under a leaden sky, in the place where God once lifted the home by its hair, nothing left but the kitchen and the bathtub where we all hid. The supper table picked up and carried to the county over and laid so gently down. When I saw you last in the bar in Brooklyn, you told me to sing. But I couldn’t even speak. I laid my head in your lap, drunk at two am and felt your hand resting across my back, reluctant, unsure of what I wanted, but knowing it was a want too much for anyone to give in to, a halter broke, some rip. The skeletons of the trees are coming back to life now, sap like stars risen again. Most anything torn can be mended. No real permanent damage. The land where the house was goes back to the plum-colored dusk, hooks and hoods of the hawks perching in the Hemlocks, clouds and mounds of nebulae in the sky in the pitch night. Frank Lloyd Wright said,  nature will never fail you , though, I suppose it depends on what you mean by  fail . It’ll kill you for sure, Great Revelator. You can hear the wilderness ad-libbing its prayers in the whip-poor-will and the cypress, in the percussion and boom of bittern in the bulrushes. Dead is the mandible, alive the song , wrote Nabokov. The bones of our houses, the house of our bones dropped in a sudden blur of wind and wings, but our voices still throb and palpitate somewhere, by some rapture, in memory’s ear, in the fluttering pages, behind the stars. I have a song now I want to sing to you, but you’re long gone. When you said I’m here for you, was that a promise? Overwhelm, to bury or drown beneath a huge mass Whelmen:  to turn upside down To turn over and over like a boat washed over and overset by a wave To bring to ruin. The end of one part of the world, a story that no longer has a witness. But I’ll sing it to myself. I’ll sing it to the small moth, the size of scarcely a word, Ad libitum , according to my desire.",437
2016.0,Ducks Sat,/poetsorg/poem/ducks-sat,Michele Glazer,['Cities'],"Where ducks sat we sat next And wanted to be Dutch. If we would walk upright and not Glance right or left the intersections Would not come at us Sideways, is what we thought. But after a time it is hard To keep feeling you are making this the best time To look back on. We talked.  Some times I would walk By a beetle thrashing On the rocking of its domed-back and flip It rightside. To say I’m here, and you be there. Now the cicadas. Their long curving Sound, and I turn The thick line of their music into Us. Even the ducks. Then look back at the trip, how Better than to be on it it is to be Well bathed, and able to read the coins And translate their value.",134
2005.0,City Moon,/poetsorg/poem/city-moon,Francisco Aragón,['Cities'],"Perfect disc of moon, huge and simmering low on the capital’s filthy horizon—¡Ay, qué luna más hermosa! she says pushing the stroller slowly down Atocha. And gorgeous too the firm-thighed boys from Lisbon a block away, who work Kilometer Zero’s sidewalk, the neon shoestore they lean against cupping the flames of passing strangers. The sky above Puerta del Sol turns a darker shade of blue. Who says it doesn’t become night’s one eye as it scales the heavens, paling and shrinking before it moves across a late June sky? And below, men persist and circle the plaza, twin fountains brimming over their brilliant waters. Hours from now with the heat waning, the same moon will spot the figure of him making past Neptune, the Ritz the orange jumpsuits hopping off trucks to sweep and spray, hosing down those electric streets. Luna urbana Disco perfecto de luna, enorme y a fuego lento, rozando el horizonte sucio de la capital—¡Ay, qué luna más hermosa! dice ella empujando el cochecito de niño por Atocha. Y espléndidos también los muslos de los muchachos de Lisboa a una manzana, que trabajan en la acera del Kilómetro Cero, la zapatería de neón donde se apoyan, escudando con la mano el fuego de extraños que pasean por allí. El cielo sobre la Puerta del Sol toma otro tono de azul. ¿Quién dice que no se convierte en el único ojo de la noche al escalar: palideciendo y menguando antes de cruzar el cielo de finales de junio? Y abajo, hombres persisten, dando vueltas por la plaza, las fuentes gemelas rebosantes de aguas luminosas. De aquí a unas horas con el calor desvaneciéndose, la misma luna verá su figura pasando Neptuno, el Ritz, los monos de color naranja que saltan de los camiones a barrer y pulverizar, regando esas calles eléctricas.",303
1999.0,Classic Ballroom Dances,/poetsorg/poem/classic-ballroom-dances,Charles Simic,['Cities'],"Grandmothers who wring the necks Of chickens; old nuns With names like Theresa, Marianne, Who pull schoolboys by the ear; The intricate steps of pickpockets Working the crowd of the curious At the scene of an accident; the slow shuffle Of the evangelist with a sandwich board; The hesitation of the early-morning customer Peeking through the window grille Of a pawnshop; the weave of a little kid Who is walking to school with eyes closed; And the ancient lovers, cheek to cheek, On the dance floor of the Union Hall, Where they also hold charity raffles On rainy Monday nights of an eternal November.",104
2017.0,Change of Address,/poetsorg/poem/change-address,Deborah Paredez,['Cities'],Rate your pain the physical therapist instructs and I am trying not to do what they say women do lowballing the number trying hard not to try so hard to be the good patient scattered assurances lining the aisles like dead petals and me left holding nothing but what’s been emptied out obviously I am over- thinking it when I settle on someplace in the middle six or seven times a week I walk past the street vendor on Broadway and say nothing while eyeing the same pom-topped hat the physical therapist asking me now for the name of that Chinese place where I sometimes go asking for the patient just before me a street vendor in need of a cheap massage as I lay the plain wreckage of my shoulders in the shallow hollows the street vendor’s body has left on the padded table in the center of the story I sometimes read to my girl a cap seller sleeps under a tree’s shade waking to find the monkeys in the branches above have plundered his wares he waves his hands shakes his fists until his rage makes him throw his cap to the ground and the monkeys mimic him and down float his caps his fury finally fulsome enough to restore what he’s lost you’ve got to find another way to move the physical therapist modeling for me the poses to mimic assuring her I won’t move what’s left of the heavy boxes later unpacking the last of them I learn about the woman who once lived here Charlotte who twisted the cap and shook out the pills Charlotte who swallowed and slipped into sleep in her last act of volition here in this bedroom where the westward windows go on longing for dawn and I am trying to move in a new way to pull the mess of sloughed hair from the bathtub drain to move in the space of another's suffering scrub the caked toothpaste from the sink make a home in the space where suffering may meet its end.    <!--/*--><![CDATA[/* ><!--*/  p.p1 {margin: 0.0px 0.0px 0.0px 0.0px; font: 12.0px 'Times New Roman'; -webkit-text-stroke: #000000} span.s1 {font-kerning: none} /*--><!]]>*/,367
2016.0,this sad little enclave of horses,/poetsorg/poem/sad-little-enclave-horses,Julian Talamantez Brolaski,['Cities'],"of all the lines of all the subway cars in all of new york city we walk into the one with a corpse it just puts everything into prescription for us as jason stackhouse says alabaster turning into crystale nantáa ndé telling me unsaddle yr horse means to take off your hat I love it when people use words wrong like repertoire for rapport, like when brenda said she had a good repertoire with her students or cynthia saying she wouldn’t spend an exuberant amount of             time or when nick says anything anymore the elk antlers are blood-brown if we can find them on this mountain edith says she has found skeletons of bucks who had died  antlers entwined together on the way to JFK you pass this sad little enclave of horses there was no way to assess the land, or the landscape n/t was real about it. perhaps by the sides of the railroads s/times, a hint of the old ways the river could be…a source of tension a jackass painted like a zebra from the ghost’s perspective it’s not humid when bojack horseman vomits up all that cotton candy long forgotten poisons smallpox, ricin, the bacteria that causes the plague the way that crows remember the faces of their adversaries Louise Michel held sick horses in the street Nietzsche’s last act was to embrace a horse the taxi driver who hinted of his dark past in nyc wiped his hands together in the universal gesture of sloughing a thing off",259
2016.0,Exchange,/poetsorg/poem/exchange,Rae Armantrout,['Cities'],"City of the future in which each subway station’s stairs lead to the ground floor of a casino/ mall.             — What counts is the role defined for each piece by a system of rules saying how it can move, not the stuff the piece is made of.             — In the intersection, a muscular, shirtless man with small American flags tied to each wrist— so that he looks like a wrestler— pushes, no, shoves then catches a stroller piled high with plastic bags— his stuff.             — City of the future, where a tramway to the top of a peak opens onto a wax museum in which Michael Jackson extends one gloved hand.",114
2016.0,From Third Avenue On ,/poetsorg/poem/third-avenue,Djuna Barnes,['Cities'],"And now she walks on out turned feet Beside the litter in the street Or rolls beneath a dirty sheet        Within the town. She does not stir to doff her dress, She does not kneel low to confess, A little conscience, no distress        And settles down. Ah God! she settles down we say; It means her powers slip away It means she draws back day by day        From good or bad. And so she looks upon the floor Or listens at an open door Or lies her down, upturned to snore        Both loud and sad. Or sits beside the chinaware, Sits mouthing meekly in a chair, With over-curled, hard waving hair        Above her eyes. Or grins too vacant into space— A vacant space is in her face— Where nothing came to take the place        Of high hard cries. Or yet we hear her on the stairs With some few elements of prayers, Until she breaks it off and swears        A loved bad word. Somewhere beneath her hurried curse, A corpse lies bounding in a hearse; And friends and relatives disperse,        And are not stirred. Those living dead up in their rooms Must note how partial are the tombs, That take men back into their wombs        While theirs must fast. And those who have their blooms in jars No longer stare into the stars, Instead, they watch the dinky cars—        And live aghast.",242
2013.0,To the Fig Tree on 9th and Christian,/poetsorg/poem/fig-tree-9th-and-christian,Ross Gay,['Cities'],"Tumbling through the city in my mind without once looking up the racket in the lugwork probably rehearsing some stupid thing I said or did some crime or other the city they say is a lonely place until yes the sound of sweeping and a woman yes with a broom beneath which you are now too the canopy of a fig its arms pulling the September sun to it and she has a hose too and so works hard rinsing and scrubbing the walk lest some poor sod slip on the silk of a fig and break his hip and not probably reach over to gobble up the perpetrator the light catches the veins in her hands when I ask about the tree they flutter in the air and she says take as much as you can help me so I load my pockets and mouth and she points to the step-ladder against the wall to mean more but I was without a sack so my meager plunder would have to suffice and an old woman whom gravity was pulling into the earth loosed one from a low slung branch and its eye wept like hers which she dabbed with a kerchief as she cleaved the fig with what remained of her teeth and soon there were eight or nine people gathered beneath the tree looking into it like a constellation pointing do you see it and I am tall and so good for these things and a bald man even told me so when I grabbed three or four for him reaching into the giddy throngs of yellow-jackets sugar stoned which he only pointed to smiling and rubbing his stomach I mean he was really rubbing his stomach like there was a baby in there it was hot his head shone while he offered recipes to the group using words which I couldn’t understand and besides I was a little tipsy on the dance of the velvety heart rolling in my mouth pulling me down and down into the oldest countries of my body where I ate my first fig from the hand of a man who escaped his country by swimming through the night and maybe never said more than five words to me at once but gave me figs and a man on his way to work hops twice to reach at last his fig which he smiles at and calls baby,  c’mere baby , he says and blows a kiss to the tree which everyone knows cannot grow this far north being Mediterranean and favoring the rocky, sun-baked soils of Jordan and Sicily but no one told the fig tree or the immigrants there is a way the fig tree grows in groves it wants, it seems, to hold us, yes I am anthropomorphizing goddammit I have twice in the last thirty seconds rubbed my sweaty forearm into someone else’s sweaty shoulder gleeful eating out of each other’s hands on Christian St. in Philadelphia a city like most which has murdered its own people this is true we are feeding each other from a tree at the corner of Christian and 9th strangers maybe never again.",530
2016.0,"August Morning, Upper Broadway",/poetsorg/poem/august-morning-upper-broadway,Alicia Ostriker,['Cities'],"As the body of the beloved is a window through which we behold the blackness and vastness of space pulsing with stars, and as the man on the corner with his fruit stand is a window, and the cherries, blackberries, raspberries avocados and carrots are a rose window like the one in Chartres, yes, or the one in Paris through which light floods from the other world, the pure one stabbing tourists with malicious abundant joy though the man is tired in the summer heat and reads his newspaper listlessly, without passion and people pass his stand buying nothing let us call this scene a window looking out not at a paradise but as a paradise might be, if we had eyes to see the women in their swaying dresses, the season’s fruit the babies in their strollers infinitely soft: clear window after clear window",145
